200000	200000	4393	379	4939.62	4862.80
202217	201390	4405	380	4957.62	4882.37
223820	204074	4453	381	5005.14	4946.57
259575	205051	4481	382	5029.82	4970.97
265971	207595	4559	383	5086.44	5027.59
285456	208041	4581	384	5112.30	5053.74
285994	208329	4591	385	5123.17	5095.80
294734	208804	4609	386	5139.61	5111.89
296328	209042	4615	387	5148.28	5126.78
340829	211078	4645	388	5171.94	5150.44
345850	212158	4667	389	5205.60	5203.59
357339	212711	4677	390	5218.62	5218.62
379394	214211	4709	391	5252.48	5252.48
