200000	200000	4389	383	5125.53	5121.19
213267	200393	4403	384	5140.46	5136.43
222545	200764	4415	385	5152.51	5122.90
224555	201173	4423	386	5165.81	5140.81
241039	203438	4465	387	5198.33	5197.18
258846	204139	4487	388	5221.96	5220.81
269928	208531	4521	389	5247.93	5246.49
305217	211514	4583	390	5288.83	5287.68
324752	212318	4603	391	5307.10	5305.67
373775	216905	4665	392	5346.62	5345.47
376873	220003	4709	393	5378.55	5376.25
483813	220540	4715	394	5391.38	5389.37
648893	220624	4719	395	5396.27	5396.27
