10000	-3.0
20000	-16.0
30000	-19.0
40000	-3.0
50000	-14.0
60000	-17.0
70000	-4.0
80000	-6.0
90000	-6.0
100000	-12.0
110000	-9.0
120000	-10.0
130000	-6.0
140000	-3.0
150000	-15.0
160000	-14.0
170000	-12.0
180000	-5.0
190000	-4.0
200000	-11.0
210000	-9.0
220000	-10.0
230000	-13.0
240000	-13.0
250000	-11.0
260000	-15.0
270000	-9.0
280000	-16.0
290000	-14.0
300000	-20.0
310000	-21.0
320000	-29.0
330000	-30.0
340000	-47.0
350000	-27.0
360000	-12.0
370000	-26.0
380000	-38.0
390000	-28.0
400000	-6.0
410000	-5.0
420000	-16.0
430000	-11.0
440000	-4.0
450000	25.0
460000	34.0
470000	40.0
480000	158.0
490000	303.0
500000	415.0
510000	419.0
520000	462.0
530000	442.0
540000	458.0
550000	476.0
560000	459.0
570000	467.0
580000	468.0
590000	446.0
600000	460.0
610000	448.0
620000	462.0
630000	449.0
640000	466.0
650000	466.0
660000	462.0
670000	467.0
680000	469.0
690000	465.0
700000	448.0
710000	464.0
720000	468.0
730000	475.0
740000	476.0
750000	464.0
760000	464.0
770000	452.0
780000	466.0
790000	468.0
800000	466.0
810000	465.0
820000	458.0
830000	474.0
840000	464.0
850000	482.0
860000	462.0
870000	472.0
880000	457.0
890000	464.0
900000	468.0
910000	465.0
920000	437.0
930000	419.0
940000	459.0
950000	451.0
960000	466.0
970000	462.0
980000	463.0
990000	426.0
1000000	459.0
1010000	464.0
1020000	451.0
1030000	462.0
1040000	454.0
1050000	476.0
1060000	465.0
1070000	468.0
1080000	465.0
1090000	466.0
1100000	462.0
1110000	464.0
1120000	465.0
1130000	472.0
1140000	475.0
1150000	453.0
1160000	462.0
1170000	454.0
1180000	465.0
1190000	470.0
1200000	460.0
1210000	463.0
1220000	482.0
1230000	475.0
1240000	467.0
1250000	470.0
1260000	470.0
1270000	472.0
1280000	453.0
1290000	457.0
1300000	466.0
1310000	463.0
1320000	476.0
1330000	465.0
1340000	478.0
1350000	459.0
1360000	468.0
1370000	469.0
1380000	462.0
1390000	463.0
1400000	454.0
1410000	463.0
1420000	462.0
1430000	454.0
1440000	465.0
1450000	478.0
1460000	469.0
1470000	464.0
1480000	463.0
1490000	462.0
1500000	454.0
1510000	468.0
1520000	464.0
1530000	468.0
1540000	461.0
1550000	473.0
1560000	464.0
1570000	463.0
1580000	470.0
1590000	474.0
1600000	451.0
1610000	462.0
1620000	462.0
1630000	460.0
1640000	465.0
1650000	467.0
1660000	466.0
1670000	462.0
1680000	479.0
1690000	451.0
1700000	468.0
1710000	469.0
1720000	462.0
1730000	460.0
1740000	468.0
1750000	469.0
1760000	463.0
1770000	464.0
1780000	459.0
1790000	460.0
1800000	464.0
1810000	463.0
1820000	467.0
1830000	464.0
1840000	461.0
1850000	472.0
1860000	460.0
1870000	478.0
1880000	467.0
1890000	462.0
1900000	465.0
