10000	-9.0
20000	-14.0
30000	-10.0
40000	-16.0
50000	-14.0
60000	-15.0
70000	-19.0
80000	-9.0
90000	-9.0
100000	-5.0
110000	-13.0
120000	-2.0
130000	-8.0
140000	-14.0
150000	-11.0
160000	-10.0
170000	-9.0
180000	-7.0
190000	-8.0
200000	-36.0
210000	-10.0
220000	-9.0
230000	-21.0
240000	-10.0
250000	-24.0
260000	-27.0
270000	-3.0
280000	-27.0
290000	-32.0
300000	-20.0
310000	-30.0
320000	-40.0
330000	-17.0
340000	-30.0
350000	-21.0
360000	-19.0
370000	-29.0
380000	-28.0
390000	-38.0
400000	-55.0
410000	-32.0
420000	-21.0
430000	-28.0
440000	-36.0
450000	-32.0
460000	-1.0
470000	-25.0
480000	2.0
490000	33.0
500000	21.0
510000	33.0
520000	96.0
530000	144.0
540000	171.0
550000	133.0
560000	192.0
570000	162.0
580000	194.0
590000	198.0
600000	184.0
610000	226.0
620000	207.0
630000	273.0
640000	262.0
650000	223.0
660000	260.0
670000	210.0
680000	73.0
690000	195.0
700000	118.0
710000	148.0
720000	125.0
730000	146.0
740000	59.0
750000	93.0
760000	88.0
770000	34.0
780000	69.0
790000	214.0
800000	123.0
810000	85.0
820000	65.0
830000	67.0
840000	65.0
850000	116.0
860000	108.0
870000	89.0
880000	106.0
890000	173.0
900000	258.0
910000	251.0
920000	110.0
930000	93.0
940000	91.0
950000	179.0
960000	149.0
970000	-5.0
980000	-16.0
990000	-14.0
1000000	-14.0
1010000	-5.0
1020000	-11.0
1030000	-16.0
1040000	-38.0
1050000	-28.0
1060000	-22.0
1070000	-36.0
1080000	-26.0
1090000	-35.0
1100000	-17.0
1110000	-17.0
1120000	-42.0
1130000	-38.0
1140000	-18.0
1150000	-9.0
1160000	-22.0
1170000	-18.0
1180000	-54.0
1190000	-53.0
1200000	-32.0
1210000	-25.0
1220000	1.0
1230000	20.0
1240000	18.0
1250000	27.0
1260000	57.0
1270000	78.0
1280000	118.0
1290000	210.0
1300000	188.0
1310000	47.0
1320000	231.0
1330000	367.0
1340000	260.0
1350000	466.0
1360000	455.0
1370000	465.0
1380000	462.0
1390000	470.0
1400000	460.0
1410000	456.0
1420000	479.0
1430000	468.0
1440000	475.0
1450000	460.0
1460000	469.0
1470000	461.0
1480000	462.0
1490000	475.0
1500000	462.0
1510000	461.0
1520000	469.0
1530000	460.0
1540000	476.0
1550000	467.0
1560000	471.0
1570000	473.0
1580000	473.0
1590000	470.0
1600000	474.0
1610000	469.0
1620000	468.0
1630000	462.0
1640000	461.0
1650000	463.0
1660000	451.0
1670000	462.0
1680000	465.0
1690000	460.0
1700000	468.0
1710000	473.0
1720000	472.0
1730000	466.0
1740000	475.0
1750000	480.0
1760000	462.0
1770000	464.0
1780000	482.0
1790000	459.0
1800000	468.0
1810000	455.0
1820000	464.0
1830000	465.0
1840000	462.0
1850000	465.0
1860000	467.0
1870000	470.0
1880000	453.0
1890000	478.0
1900000	468.0
1910000	469.0
1920000	474.0
1930000	475.0
1940000	472.0
1950000	462.0
1960000	469.0
1970000	480.0
1980000	473.0
1990000	471.0
2000000	473.0
