200000	200000	4840	420	5467.96	5465.37
211289	200540	4868	421	5506.86	5503.98
217778	201092	4884	422	5530.89	5518.81
220198	201194	4892	423	5539.36	5528.14
222427	201609	4914	424	5566.24	5553.00
228441	202089	4928	425	5588.89	5575.65
241652	202302	4940	426	5600.94	5596.91
245860	202404	4954	427	5617.93	5614.77
270295	204868	4970	428	5632.18	5629.01
278810	209187	5034	429	5682.41	5679.24
298004	211741	5096	430	5742.46	5739.29
313397	213875	5156	431	5789.19	5848.74
350793	218875	5214	432	5830.58	5830.01
453822	219042	5224	433	5849.01	5849.01
