200000	200000	7003	49	4347.84	4305.53
215000	205000	7159	50	4447.83	4355.99
233054	206691	7231	51	4499.20	4448.73
238054	211691	7381	52	4587.58	4522.15
242708	216345	7519	53	4685.61	4639.50
259113	219715	7643	54	4760.61	4723.70
264113	224715	7844	55	4885.70	4854.47
300832	229715	8077	56	5093.01	4999.38
392233	234715	8118	57	5118.31	4893.08
492039	239715	8264	58	5200.05	4946.32
546918	244715	9306	59	5891.78	5491.57
551918	249715	9367	60	5934.60	5723.13
646731	254715	9372	61	5939.44	5813.11
651731	259715	9434	62	5983.64	5959.21
705434	262362	9530	63	6073.77	6030.84
735647	267362	9713	64	6184.29	6214.18
775272	272116	9917	65	6315.10	6225.36
804100	276546	10055	66	6407.35	6323.80
906782	281046	10761	67	6804.20	6797.97
