200000	200000	7203	50	4440.96	4367.49
208682	203844	7357	51	4546.39	4525.86
217691	208844	7512	52	4640.43	4632.26
235106	213844	7706	53	4761.07	4762.89
243830	217568	7826	54	4842.97	4853.30
257269	221054	7962	55	4930.19	4928.45
291213	224862	8100	56	5015.04	5137.88
301131	229780	8286	57	5143.58	5095.98
356270	234780	8882	58	5473.20	5437.76
1009398	236119	8904	59	5488.79	5416.80
1025537	241119	9087	60	5607.23	5565.90
1041726	246119	9247	61	5707.78	5647.23
1059959	249526	9415	62	5818.90	5833.64
1067898	252056	9521	63	5886.40	6080.45
1079984	254639	9633	64	5959.74	5907.75
1107155	257884	9703	65	6005.86	5965.83
