200000	200000	7334	50	4617.49	4556.21
377725	205000	7401	51	4661.52	4602.91
391676	210000	7740	52	4937.45	4895.41
427968	215000	8255	53	5266.47	5323.92
438543	220000	8389	54	5344.68	5273.15
477228	225000	8521	55	5425.94	5381.58
482228	230000	8634	56	5493.32	5386.25
516675	232501	8716	57	5544.64	5452.81
552919	237501	8984	58	5694.78	5614.71
582369	239502	9014	59	5714.07	5644.68
645872	244502	9139	60	5786.49	5758.49
716267	249502	9336	61	5964.94	5904.96
726267	254502	9396	62	6005.06	5952.78
773176	259502	9471	63	6067.35	5829.46
786992	263442	9613	64	6155.78	5915.34
822581	266418	9699	65	6212.77	6081.44
849641	271418	10235	66	6519.13	6383.01
928535	276418	10446	67	6636.72	6604.81
1022404	281418	10588	68	6716.26	6694.08
1291406	281554	10602	69	6726.07	6708.87
