200000	200000	6739	50	4213.30	4245.85
206341	204739	6939	51	4344.45	4309.65
361646	206311	6955	52	4355.36	4301.67
376722	211311	7124	53	4458.48	4420.95
389075	214556	7230	54	4529.22	4518.38
430615	219556	7528	55	4791.47	4701.22
485703	224556	7906	56	5002.32	4978.72
504159	228012	8048	57	5091.45	5048.07
525590	232435	8226	58	5196.89	5008.15
709022	237435	8921	59	5581.04	5392.41
746754	242435	8991	60	5620.62	5545.87
762210	243309	9023	61	5643.78	5648.84
796924	248309	9223	62	5773.88	5699.70
889852	253309	10044	63	6227.24	5997.24
1135136	256417	10266	64	6354.76	6122.86
1224844	261175	10434	65	6458.17	6197.53
