200000	200000	6784	50	4182.44	4144.10
224860	205000	6942	51	4277.58	4255.95
247002	209467	7102	52	4377.29	4364.43
277481	213393	7244	53	4464.34	4451.07
293922	216402	7336	54	4519.76	4462.54
297754	220234	7472	55	4599.36	4544.81
315562	222001	7526	56	4633.22	4573.50
346981	227001	7721	57	4752.70	4765.78
351981	232001	7962	58	4907.62	4909.65
358829	234942	8040	59	4957.43	4973.29
368011	238142	8206	60	5056.97	5077.82
387458	242589	8370	61	5156.10	5123.56
439595	247589	8534	62	5268.59	5231.82
466101	251386	8662	63	5353.49	5305.32
474855	255140	8806	64	5452.57	5423.00
489075	258574	8894	65	5504.41	5487.01
