200000	200000	7278	48	4527.92	4513.54
205000	205000	7464	49	4637.47	4585.20
208577	208577	7606	50	4725.21	4696.10
223116	213577	7749	51	4811.97	4775.83
233116	218577	7943	52	4943.78	4888.85
302733	223577	8130	53	5123.92	5080.74
332733	228577	8160	54	5146.10	5122.79
423747	233577	8333	55	5242.81	5251.13
496281	234382	8351	56	5254.82	5212.88
633727	239382	8864	57	5538.29	5231.40
638727	244382	9050	58	5647.84	5505.99
648184	246567	9106	59	5690.42	5513.78
654806	251567	9279	60	5800.90	5635.17
882874	256567	9288	61	5807.53	5745.71
905063	261567	9474	62	5927.76	5897.92
931624	266039	9652	63	6036.66	6020.26
940805	271039	9821	64	6141.86	6122.32
975976	274736	10003	65	6252.27	6183.25
985976	279736	10165	66	6351.48	6282.74
999334	284736	10384	67	6494.54	6448.94
1020203	288383	10502	68	6568.41	6541.45
1024452	292632	10644	69	6658.23	6636.34
1066082	296226	10822	70	6772.68	6841.80
1117363	300479	10978	71	6876.43	7097.21
1127363	305479	11175	72	6997.86	7073.82
1132007	310123	11381	73	7140.17	7166.90
1206712	315123	11388	74	7146.39	7109.04
1240158	320123	11591	75	7280.84	7238.14
1281730	324392	11763	76	7402.01	7362.77
1311548	329392	12249	77	7682.99	7641.17
1366023	334392	12564	78	7954.90	7928.53
1423323	339392	12572	79	7960.83	7931.72
1472871	343675	12742	80	8070.19	8092.15
