200000	200000	7122	50	4414.04	4359.62
223296	205000	7294	51	4527.27	4475.69
384014	210000	7324	52	4550.84	4492.65
401753	214879	7516	53	4673.67	4622.07
412180	216826	7594	54	4722.79	4679.30
444072	221826	7597	55	4726.53	4692.36
511469	226826	7616	56	4742.11	4716.18
1373060	229420	7656	57	4771.13	4780.49
1390109	231469	7742	58	4825.34	4774.28
1394750	236110	7844	59	4884.87	4838.56
1430181	239233	7982	60	4970.57	4957.99
1436179	242546	8082	61	5032.47	5030.50
1469330	247546	8251	62	5136.00	5107.06
1479654	250045	8337	63	5195.75	5173.31
1491536	253960	8497	64	5294.76	5278.12
1603108	258960	8506	65	5302.78	5288.90
1607380	263232	8526	66	5315.88	5269.80
1641429	267340	8674	67	5411.08	5350.72
1667369	272340	8847	68	5530.26	5559.20
1682245	277216	9031	69	5648.62	5625.60
