10000	-6.0
20000	-9.0
30000	-20.0
40000	-11.0
50000	-2.0
60000	-18.0
70000	-10.0
80000	-10.0
90000	-14.0
100000	-14.0
110000	-2.0
120000	-17.0
130000	-6.0
140000	-13.0
150000	-13.0
160000	-9.0
170000	-10.0
180000	-4.0
190000	-13.0
200000	-8.0
210000	-8.0
220000	-7.0
230000	-6.0
240000	-10.0
250000	-7.0
260000	-20.0
270000	-10.0
280000	-9.0
290000	-12.0
300000	-5.0
310000	-3.0
320000	7.0
330000	23.0
340000	42.0
350000	70.0
360000	141.0
370000	169.0
380000	94.0
390000	94.0
400000	31.0
410000	47.0
420000	10.0
430000	63.0
440000	55.0
450000	41.0
460000	74.0
470000	37.0
480000	85.0
490000	68.0
500000	91.0
510000	55.0
520000	37.0
530000	73.0
540000	12.0
550000	64.0
560000	272.0
570000	253.0
580000	244.0
590000	271.0
600000	224.0
610000	183.0
620000	135.0
630000	125.0
640000	94.0
650000	148.0
660000	68.0
670000	71.0
680000	104.0
690000	83.0
700000	86.0
710000	107.0
720000	240.0
730000	312.0
740000	324.0
750000	325.0
760000	346.0
770000	361.0
780000	322.0
790000	338.0
800000	347.0
810000	358.0
820000	341.0
830000	316.0
840000	353.0
850000	320.0
860000	341.0
870000	320.0
880000	328.0
890000	304.0
900000	331.0
910000	304.0
920000	283.0
930000	321.0
940000	341.0
950000	328.0
960000	322.0
970000	315.0
980000	341.0
990000	335.0
1000000	329.0
1010000	293.0
1020000	283.0
1030000	318.0
1040000	303.0
1050000	312.0
1060000	354.0
1070000	311.0
1080000	297.0
1090000	343.0
1100000	344.0
1110000	313.0
1120000	313.0
1130000	322.0
1140000	335.0
1150000	340.0
1160000	354.0
1170000	317.0
1180000	315.0
1190000	350.0
1200000	331.0
1210000	338.0
1220000	280.0
1230000	314.0
1240000	285.0
1250000	335.0
1260000	298.0
1270000	249.0
1280000	286.0
1290000	296.0
1300000	330.0
1310000	236.0
1320000	286.0
1330000	210.0
1340000	180.0
1350000	227.0
1360000	186.0
1370000	203.0
1380000	164.0
1390000	114.0
1400000	152.0
1410000	157.0
1420000	128.0
1430000	160.0
1440000	151.0
1450000	144.0
1460000	137.0
1470000	124.0
1480000	63.0
1490000	97.0
1500000	65.0
1510000	46.0
1520000	-12.0
1530000	-18.0
1540000	-7.0
1550000	-3.0
1560000	-9.0
1570000	89.0
1580000	61.0
1590000	359.0
1600000	451.0
1610000	467.0
1620000	473.0
1630000	471.0
1640000	470.0
1650000	474.0
1660000	461.0
1670000	468.0
1680000	464.0
1690000	477.0
1700000	473.0
1710000	476.0
1720000	470.0
1730000	469.0
1740000	457.0
1750000	474.0
1760000	468.0
1770000	465.0
1780000	472.0
1790000	466.0
1800000	462.0
1810000	468.0
1820000	464.0
1830000	468.0
1840000	474.0
1850000	472.0
1860000	462.0
1870000	470.0
1880000	447.0
1890000	466.0
1900000	473.0
1910000	462.0
1920000	464.0
1930000	454.0
1940000	464.0
1950000	471.0
1960000	476.0
1970000	458.0
1980000	480.0
1990000	464.0
2000000	465.0
2010000	468.0
2020000	469.0
2030000	475.0
2040000	466.0
2050000	467.0
2060000	471.0
2070000	470.0
2080000	471.0
2090000	474.0
2100000	462.0
2110000	473.0
2120000	468.0
2130000	465.0
2140000	472.0
2150000	464.0
2160000	463.0
2170000	467.0
2180000	469.0
2190000	470.0
2200000	483.0
2210000	475.0
2220000	464.0
2230000	485.0
2240000	469.0
2250000	469.0
2260000	473.0
2270000	471.0
2280000	472.0
2290000	474.0
2300000	470.0
2310000	466.0
2320000	469.0
2330000	473.0
2340000	473.0
2350000	460.0
2360000	470.0
2370000	474.0
2380000	462.0
2390000	473.0
2400000	473.0
2410000	467.0
2420000	461.0
2430000	470.0
2440000	472.0
2450000	446.0
2460000	476.0
2470000	474.0
2480000	467.0
2490000	465.0
2500000	461.0
2510000	462.0
2520000	468.0
2530000	476.0
2540000	470.0
2550000	479.0
2560000	467.0
2570000	470.0
2580000	474.0
2590000	472.0
2600000	466.0
2610000	464.0
2620000	470.0
2630000	463.0
2640000	458.0
2650000	476.0
2660000	468.0
2670000	467.0
2680000	474.0
2690000	471.0
2700000	464.0
2710000	470.0
2720000	478.0
2730000	473.0
2740000	464.0
2750000	460.0
2760000	471.0
2770000	462.0
2780000	466.0
2790000	468.0
2800000	465.0
2810000	459.0
2820000	468.0
2830000	469.0
2840000	471.0
2850000	466.0
2860000	474.0
2870000	465.0
2880000	459.0
2890000	470.0
2900000	477.0
2910000	470.0
2920000	461.0
2930000	462.0
2940000	472.0
2950000	460.0
2960000	464.0
2970000	473.0
2980000	468.0
2990000	475.0
3000000	466.0
3010000	474.0
3020000	475.0
3030000	468.0
3040000	456.0
3050000	469.0
3060000	459.0
3070000	471.0
3080000	473.0
3090000	472.0
3100000	472.0
3110000	463.0
3120000	469.0
3130000	473.0
3140000	471.0
